,병원분류명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
152,의원,서울특별시 강서구 공항대로 284 3층 3호 (내발산동 동서빌딩),126.8391024,37.55818406,B,1150010600,서울특별시,강서구,내발산동,H,1150061500,서울특별시,강서구,우장산동
153,치과의원,서울특별시 강북구 솔샘로 231 2층 (미아동),127.0183953,37.62017242,B,1130510100,서울특별시,강북구,미아동,H,1130553400,서울특별시,강북구,삼양동
154,의원,서울특별시 송파구 석촌호수로 60 2층 (잠실동 승정빌딩),127.0854946,37.51088453,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
155,치과의원,서울특별시 은평구 서오릉로 134 2층 (대조동),126.9180028,37.61101111,B,1138010600,서울특별시,은평구,대조동,H,1138057000,서울특별시,은평구,대조동
156,치과의원,서울특별시 구로구 구로중앙로 68 2층 (구로동 신안타워),126.8887351,37.49585141,B,1153010200,서울특별시,구로구,구로동,H,1153056000,서울특별시,구로구,구로5동
157,의원,서울특별시 용산구 한강대로77길 12 5층 (갈월동),126.9718927,37.54220933,B,1117010400,서울특별시,용산구,갈월동,H,1117053000,서울특별시,용산구,남영동
158,한의원,서울특별시 송파구 송파대로 345 1A동 4층 4009호 (가락동 헬리오시티),127.1025328,37.49761538,B,1171010700,서울특별시,송파구,가락동,H,1171063100,서울특별시,송파구,가락1동
159,한의원,서울특별시 영등포구 양평로 20 4층 (당산동6가),126.9041255,37.5331133,B,1156011600,서울특별시,영등포구,당산동6가,H,1156056000,서울특별시,영등포구,당산2동
160,의원,서울특별시 강남구 압구정로 461 210호 (청담동 네이처 포엠),127.0472331,37.5252536,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
161,의원,서울특별시 노원구 동일로 1102 (공릉동),127.0719805,37.62828601,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
162,치과의원,서울특별시 구로구 개봉로 66 2층 (개봉동),126.856234,37.49158971,B,1153010700,서울특별시,구로구,개봉동,H,1153075000,서울특별시,구로구,개봉2동
163,의원,서울특별시 성북구 성북로 7 5층 (성북동1가),127.0050634,37.58889858,B,1129010200,서울특별시,성북구,성북동1가,H,1129052500,서울특별시,성북구,성북동
164,한의원,서울특별시 성동구 장터1가길 51 1층 2층 (금호동3가),127.0194414,37.54859736,B,1120011100,서울특별시,성동구,금호동3가,H,1120061500,서울특별시,성동구,금호2.3가동
165,치과의원,서울특별시 송파구 백제고분로 365 지하1층 105호 (석촌동 태문빌딩),127.10605,37.50533056,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
166,의원,서울특별시 양천구 목동동로 150 목동 블루스퀘어 4~6층 (신정동),126.8704712,37.51894185,B,1147010100,서울특별시,양천구,신정동,H,1147063000,서울특별시,양천구,신정2동
167,의원,서울특별시 강남구 선릉로86길 17 8층 (대치동),127.0510647,37.50356665,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
168,한방병원,서울특별시 은평구 갈현로 24 2층 201202호 (신사동),126.9104265,37.600037,B,1138010900,서울특별시,은평구,신사동,H,1138063100,서울특별시,은평구,신사1동
169,의원,서울특별시 강남구 논현로85길 7 (역삼동),127.0368184,37.49900396,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
170,치과의원,서울특별시 마포구 서강로 142,126.9363533,37.5543736,B,1144011000,서울특별시,마포구,노고산동,H,1144060000,서울특별시,마포구,대흥동
171,병원,서울특별시 서초구 서초중앙로 39 (서초동),127.0157118,37.48527899,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
172,의원,서울특별시 서초구 강남대로 331 2001호 (서초동),127.0295904,37.49262495,B,1165010800,서울특별시,서초구,서초동,H,1165052000,서울특별시,서초구,서초2동
173,한의원,서울특별시 양천구 가로공원로 128 234층 (신월동),126.8301305,37.53589523,B,1147010300,서울특별시,양천구,신월동,H,1147056000,서울특별시,양천구,신월1동
174,치과의원,서울특별시 종로구 창신길 15 2층 (창신동),127.0106273,37.5723966,B,1111017400,서울특별시,종로구,창신동,H,1111068000,서울특별시,종로구,창신2동
175,한의원,서울특별시 관악구 관악로28길 7 (봉천동),126.9565052,37.48538735,B,1162010100,서울특별시,관악구,봉천동,H,1162057500,서울특별시,관악구,행운동
176,치과의원,서울특별시 종로구 종로 213 (종로5가),127.0012722,37.57118333,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
177,의원,서울특별시 강남구 봉은사로 108 2층 (역삼동),127.0255915,37.50453358,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
178,의원,서울특별시 관악구 인헌6길 5 (봉천동),126.9664422,37.47384326,B,1162010100,서울특별시,관악구,봉천동,H,1162062500,서울특별시,관악구,인헌동
179,의원,서울특별시 동대문구 왕산로 171 (제기동),127.0420778,37.57949923,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
180,한의원,서울특별시 광진구 자양번영로 46 1층 (자양동),127.076053,37.5336431,B,1121510500,서울특별시,광진구,자양동,H,1121582000,서울특별시,광진구,자양1동
181,한의원,서울특별시 관악구 남부순환로 1623 아카테미한의원 3층 (신림동),126.9309706,37.48469403,B,1162010200,서울특별시,관악구,신림동,H,1162069500,서울특별시,관악구,신림동
182,의원,서울특별시 강남구 강남대로 406 GLASS TOWER 4층 (역삼동),127.0276251,37.49893968,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
183,의원,서울특별시 강남구 도산대로 107 13층 (신사동),127.0201081,37.51678028,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
184,의원,서울특별시 마포구 백범로 212 지하3층 (신공덕동 대우 월드마크마포),126.9533671,37.54243052,B,1144010300,서울특별시,마포구,신공덕동,H,1144056500,서울특별시,마포구,공덕동
185,의원,서울특별시 동대문구 이문로 119-1  (이문동),127.060695,37.59744971,B,1123011000,서울특별시,동대문구,이문동,H,1123074000,서울특별시,동대문구,이문1동
186,치과의원,서울특별시 은평구 통일로 835 3층 (대조동),126.9217228,37.61790624,B,1138010600,서울특별시,은평구,대조동,H,1138057000,서울특별시,은평구,대조동
187,의원,서울특별시 동대문구 망우로 123 2층 (휘경동),127.0665963,37.59171262,B,1123010900,서울특별시,동대문구,휘경동,H,1123072000,서울특별시,동대문구,휘경1동
188,한의원,서울특별시 서초구 강남대로 415 8층 2호 (서초동 대동빌딩),127.0263407,37.49955986,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
189,치과의원,서울특별시 광진구 아차산로 628,127.1078216,37.54853892,B,1121510400,서울특별시,광진구,광장동,H,1121581000,서울특별시,광진구,광장동
190,의원,서울특별시 중구 명동길 60 501호 502호 (명동2가 T avenue),126.9857522,37.5637745,B,1114012700,서울특별시,중구,명동2가,H,1114055000,서울특별시,중구,명동
191,의원,서울특별시 강남구 테헤란로 121 (역삼동),127.0310632,37.49941456,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
192,의원,서울특별시 강남구 압구정로 437 청담동일신빌딩 4층 (청담동),127.0451435,37.5269483,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
193,한의원,서울특별시 성북구 도봉로 23 2층 (길음동),127.0300315,37.6113872,B,1129013400,서울특별시,성북구,길음동,H,1129068500,서울특별시,성북구,길음2동
194,한의원,서울특별시 양천구 신월로38길 2 1층 (신정동),126.8610136,37.52157005,B,1147010100,서울특별시,양천구,신정동,H,1147062000,서울특별시,양천구,신정1동
195,의원,서울특별시 강동구 아리수로93길 27 403 404호 (강일동),127.1738171,37.56562239,B,1174011000,서울특별시,강동구,강일동,H,1174051500,서울특별시,강동구,강일동
196,의원,서울특별시 종로구 평창문화로 75 A동 4층 412호 (평창동),126.9690054,37.60686399,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
197,의원,서울특별시 서초구 강남대로 453 4~6층 (서초동 서초빌딩),127.0248942,37.50274613,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
198,의원,서울특별시 중랑구 동일로143길 29 (중화동),127.0768595,37.60504826,B,1126010300,서울특별시,중랑구,중화동,H,1126061000,서울특별시,중랑구,중화2동
199,병원,서울특별시 성북구 종암로 191 (하월곡동),127.030682,37.60692894,B,1129013600,서울특별시,성북구,하월곡동,H,1129068500,서울특별시,성북구,길음2동
200,의원,서울특별시 성동구 왕십리로 350 7층 (도선동),127.0314213,37.56378091,B,1120010400,서울특별시,성동구,도선동,H,1120053500,서울특별시,성동구,왕십리도선동
201,의원,서울특별시 양천구 목동동로8길 23 메리트윈 301호 (신정동),126.8714865,37.51685543,B,1147010100,서울특별시,양천구,신정동,H,1147063000,서울특별시,양천구,신정2동
202,의원,서울특별시 마포구 양화로 136 5층 (서교동),126.9216077,37.55484028,B,1144012000,서울특별시,마포구,서교동,H,1144066000,서울특별시,마포구,서교동
203,의원,서울특별시 송파구 백제고분로 187 2층 205206호 (잠실동 파크인수),127.0877812,37.50474521,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
204,의원,서울특별시 양천구 신월로 186 (신월동),126.8438512,37.51920599,B,1147010300,서울특별시,양천구,신월동,H,1147061000,서울특별시,양천구,신월6동
205,의원,서울특별시 강동구 천호대로 1087 2층 201호 (천호동 진넥스빌Ⅲ),127.1326864,37.5361627,B,1174010900,서울특별시,강동구,천호동,H,1174062000,서울특별시,강동구,천호3동
206,의원,서울특별시 광진구 천호대로 574 (능동),127.0815307,37.55601305,B,1121510200,서울특별시,광진구,능동,H,1121578000,서울특별시,광진구,능동
207,치과의원,서울특별시 성북구 동소문로 93 지상2층 (동소문동6가),127.0156302,37.59268903,B,1129010900,서울특별시,성북구,동소문동6가,H,1129057500,서울특별시,성북구,동선동
208,치과의원,서울특별시 동대문구 신이문로 37 (이문동),127.0662487,37.60319505,B,1123011000,서울특별시,동대문구,이문동,H,1123075000,서울특별시,동대문구,이문2동
209,의원,서울특별시 양천구 목동동로 293 현대41타워 5층 503504호 (목동),126.8757719,37.52817822,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
210,치과의원,서울특별시 강남구 테헤란로 204 (역삼동 범진빌딩 201호),127.0387269,37.50100887,B,1168010100,서울특별시,강남구,역삼동,H,1168065000,서울특별시,강남구,역삼2동
211,의원,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 지하층 B1095호 (상암동),126.8903225,37.57944137,B,1144012700,서울특별시,마포구,상암동,H,1144074000,서울특별시,마포구,상암동
212,의원,서울특별시 강남구 개포로22길 46 1층일부 (개포동),127.0495718,37.47621269,B,1168010300,서울특별시,강남구,개포동,H,1168069000,서울특별시,강남구,개포4동
213,의원,서울특별시 광진구 능동로 90 3층 (자양동 더클래식500),127.0709257,37.53834795,B,1121510500,서울특별시,광진구,자양동,H,1121584000,서울특별시,광진구,자양3동
214,의원,서울특별시 영등포구 문래로 83 201호 (문래동3가 아라비즈타워),126.8912965,37.51992233,B,1156012100,서울특별시,영등포구,문래동3가,H,1156060500,서울특별시,영등포구,문래동
215,의원,서울특별시 서초구 강남대로 439 유화빌딩 11층 1202호 (서초동),127.0253666,37.50154346,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
216,병원,서울특별시 관악구 남부순환로 1449 (신림동 서울본병원),126.9117077,37.48158534,B,1162010200,서울특별시,관악구,신림동,H,1162072500,서울특별시,관악구,조원동
217,치과의원,서울특별시 마포구 독막로 88 2층 (상수동),126.9231423,37.54742795,B,1144011500,서울특별시,마포구,상수동,H,1144065500,서울특별시,마포구,서강동
